,Date,Type,Total,Total for Shares,Price per share,Year,"B,S,D,O",Stock Name,Float Total
1020,May 10,Plug Power Market BuyMay 10,$21.251 share at $21.25,$21.2,$21.25,2021,Buy,Plug Power ,21.2
1021,May 10,Sunrun Market BuyMay 10,$43.151 share at $43.15,$43.1,$43.15,2021,Buy,Sunrun ,43.1
1022,May 10,Plug Power Market BuyMay 10,$21.661 share at $21.66,$21.6,$21.66,2021,Buy,Plug Power ,21.6
1023,May 10,Plug Power Market BuyMay 10,$21.731 share at $21.73,$21.7,$21.73,2021,Buy,Plug Power ,21.7
1024,May 10,Uber Market BuyMay 10,$46.561 share at $46.56,$46.5,$46.56,2021,Buy,Uber ,46.5
1025,May 10,Ballard Power Systems Market BuyMay 10,$14.701 share at $14.70,$14.7,$14.70,2021,Buy,Ballard Power Systems ,14.7
1026,May 10,Airbnb Market BuyMay 10,$37.570.25 shares at $150.28,$37.5,$150.28,2021,Buy,Airbnb ,37.5
1027,May 10,Plug Power Market BuyMay 10,$22.051 share at $22.05,$22.0,$22.05,2021,Buy,Plug Power ,22.0
1028,May 7,Airbnb Market BuyMay 7,$37.630.25 shares at $150.52,$37.6,$150.52,2021,Buy,Airbnb ,37.6
1029,May 7,Skyworks Market BuyMay 7,$87.610.5 shares at $175.22,$87.6,$175.22,2021,Buy,Skyworks ,87.6
1030,May 7,Clean Energy Fuels Market BuyMay 7,$92.5010 shares at $9.25,$92.5,$9.25,2021,Buy,Clean Energy Fuels ,92.5
1031,May 7,Gores Holdings VI Market BuyMay 7,$116.5010 shares at $11.65,$116.5,$11.65,2021,Buy,Gores Holdings VI ,116.5
1032,May 7,Airbnb Market BuyMay 7,$155.361 share at $155.36,$155.3,$155.36,2021,Buy,Airbnb ,155.3
1033,May 6,Clean Energy Fuels Market BuyMay 6,$48.905 shares at $9.78,$48.9,$9.78,2021,Buy,Clean Energy Fuels ,48.9
1034,May 6,Etsy Market BuyMay 6,$38.800.25 shares at $155.20,$38.8,$155.20,2021,Buy,Etsy ,38.8
1035,May 6,Roblox Market BuyMay 6,$65.681 share at $65.68,$65.6,$65.68,2021,Buy,Roblox ,65.6
1036,May 6,Etsy Market BuyMay 6,$39.590.25 shares at $158.36,$39.5,$158.36,2021,Buy,Etsy ,39.5
1037,May 6,Plug Power Market BuyMay 6,$21.921 share at $21.92,$21.9,$21.92,2021,Buy,Plug Power ,21.9
1038,May 6,Bloom Energy Market BuyMay 6,$101.095 shares at $20.22,$101.0,$20.22,2021,Buy,Bloom Energy ,101.0
1039,May 6,Velodyne Lidar Market BuyMay 6,$12.161 share at $12.16,$12.1,$12.16,2021,Buy,Velodyne Lidar ,12.1
1040,May 6,Gores Holdings VI Market BuyMay 6,$34.943 shares at $11.65,$34.9,$11.65,2021,Buy,Gores Holdings VI ,34.9
1041,May 6,Plug Power Market BuyMay 6,$22.701 share at $22.70,$22.7,$22.70,2021,Buy,Plug Power ,22.7
1042,May 5,Etsy Limit BuyMay 5,$171.001 share at $171.00,$171.0,$171.00,2021,Buy,Etsy ,171.0
1043,May 5,Plug Power Limit BuyMay 5,$243.0010 shares at $24.30,$243.0,$24.30,2021,Buy,Plug Power ,243.0
1045,May 5,Uber Limit BuyMay 5,$51.691 share at $51.69,$51.6,$51.69,2021,Buy,Uber ,51.6
1046,May 5,Gores Holdings VI Market BuyMay 5,$60.435 shares at $12.09,$60.4,$12.09,2021,Buy,Gores Holdings VI ,60.4
1047,May 5,Ballard Power Systems Market BuyMay 5,$63.404 shares at $15.85,$63.4,$15.85,2021,Buy,Ballard Power Systems ,63.4
1048,May 5,Hyliion Market BuyMay 5,$45.905 shares at $9.18,$45.9,$9.18,2021,Buy,Hyliion ,45.9
1049,May 4,Desktop Metal Market BuyMay 4,$60.205 shares at $12.04,$60.2,$12.04,2021,Buy,Desktop Metal ,60.2
1050,May 4,Ballard Power Systems Market BuyMay 4,$49.263 shares at $16.42,$49.2,$16.42,2021,Buy,Ballard Power Systems ,49.2
1051,May 4,Bloom Energy Market BuyMay 4,$113.505 shares at $22.70,$113.5,$22.70,2021,Buy,Bloom Energy ,113.5
1052,May 4,Plug Power Market BuyMay 4,$121.805 shares at $24.36,$121.8,$24.36,2021,Buy,Plug Power ,121.8
1053,May 4,Hyliion Market BuyMay 4,$46.205 shares at $9.24,$46.2,$9.24,2021,Buy,Hyliion ,46.2
1054,May 4,Cummins Limit BuyMay 4,$247.751 share at $247.75,$247.7,$247.75,2021,Buy,Cummins ,247.7
1055,May 4,Velodyne Lidar Market BuyMay 4,$61.185 shares at $12.24,$61.1,$12.24,2021,Buy,Velodyne Lidar ,61.1
1056,May 4,Ballard Power Systems Market BuyMay 4,$49.833 shares at $16.61,$49.8,$16.61,2021,Buy,Ballard Power Systems ,49.8
1057,May 4,Gores Holdings VI Market BuyMay 4,$24.192 shares at $12.10,$24.1,$12.10,2021,Buy,Gores Holdings VI ,24.1
1058,May 4,Plug Power Market BuyMay 4,$24.761 share at $24.76,$24.7,$24.76,2021,Buy,Plug Power ,24.7
1059,May 3,Desktop Metal Market BuyMay 3,$64.945 shares at $12.99,$64.9,$12.99,2021,Buy,Desktop Metal ,64.9
1060,May 3,Plug Power Market BuyMay 3,$132.305 shares at $26.46,$132.3,$26.46,2021,Buy,Plug Power ,132.3
1061,May 3,Bloom Energy Market BuyMay 3,$124.855 shares at $24.97,$124.8,$24.97,2021,Buy,Bloom Energy ,124.8
1062,May 3,Hyliion Limit BuyMay 3,$45.005 shares at $9.00,$45.0,$9.00,2021,Buy,Hyliion ,45.0
1063,Apr 30,Hyliion Market BuyApr 30,$52.205 shares at $10.44,$52.2,$10.44,2021,Buy,Hyliion ,52.2
1064,Apr 29,Velodyne Lidar Market BuyApr 29,$70.245 shares at $14.05,$70.2,$14.05,2021,Buy,Velodyne Lidar ,70.2
1065,Apr 29,Clean Energy Fuels Market BuyApr 29,$56.335 shares at $11.27,$56.3,$11.27,2021,Buy,Clean Energy Fuels ,56.3
1066,Apr 29,Merck Market BuyApr 29,$73.051 share at $73.05,$73.0,$73.05,2021,Buy,Merck ,73.0
1067,Apr 29,Hyliion Market BuyApr 29,$53.005 shares at $10.60,$53.0,$10.60,2021,Buy,Hyliion ,53.0
1068,Apr 29,Withdrawal to TD CONVENIENCE CHECKINGApr 29,"-$5,000.00",,,2021,Idk,Idk,
1069,Apr 29,Taiwan Semiconductor Manufacturing Market BuyApr 29,$58.860.5 shares at $117.72,$58.8,$117.72,2021,Buy,Taiwan Semiconductor Manufacturing ,58.8
1070,Apr 29,Airbnb Market BuyApr 29,$86.890.5 shares at $173.78,$86.8,$173.78,2021,Buy,Airbnb ,86.8
1071,Apr 29,Tesla Market BuyApr 29,$67.680.1 shares at $676.80,$67.6,$676.80,2021,Buy,Tesla ,67.6
1072,Apr 29,Hyliion Limit BuyApr 29,$51.255 shares at $10.25,$51.2,$10.25,2021,Buy,Hyliion ,51.2
1073,Apr 20,Ballard Power Systems Market BuyApr 20,$96.555 shares at $19.31,$96.5,$19.31,2021,Buy,Ballard Power Systems ,96.5
1074,Apr 19,Plug Power Market BuyApr 19,$100.564 shares at $25.14,$100.5,$25.14,2021,Buy,Plug Power ,100.5
1075,Apr 19,Bloom Energy Market BuyApr 19,$22.221 share at $22.22,$22.2,$22.22,2021,Buy,Bloom Energy ,22.2
1076,Apr 19,Ballard Power Systems Market BuyApr 19,$100.895 shares at $20.18,$100.8,$20.18,2021,Buy,Ballard Power Systems ,100.8
1077,Apr 19,Bloom Energy Market BuyApr 19,$90.774 shares at $22.69,$90.7,$22.69,2021,Buy,Bloom Energy ,90.7
1078,Apr 19,Gores Holdings VI Market BuyApr 19,$60.135 shares at $12.03,$60.1,$12.03,2021,Buy,Gores Holdings VI ,60.1
1079,Apr 19,Plug Power Market BuyApr 19,$51.742 shares at $25.87,$51.7,$25.87,2021,Buy,Plug Power ,51.7
1080,Apr 15,Plug Power Market BuyApr 15,$26.191 share at $26.19,$26.1,$26.19,2021,Buy,Plug Power ,26.1
1081,Apr 13,Gores Holdings VI Market BuyApr 13,$13.021 share at $13.02,$13.0,$13.02,2021,Buy,Gores Holdings VI ,13.0
1082,Apr 13,Plug Power Market BuyApr 13,$28.311 share at $28.31,$28.3,$28.31,2021,Buy,Plug Power ,28.3
1083,Apr 12,Plug Power Market BuyApr 12,$29.171 share at $29.17,$29.1,$29.17,2021,Buy,Plug Power ,29.1
1084,Apr 7,Plug Power Market BuyApr 7,$50.311.5 shares at $33.54,$50.3,$33.54,2021,Buy,Plug Power ,50.3
1085,Apr 6,Snowflake Market SellApr 6,$116.770.5 shares at $233.54,$116.7,$233.54,2021,Sell,Snowflake ,116.7
1086,Apr 6,Clover Health Investments Market SellApr 6,$15.002 shares at $7.50,$15.0,$7.50,2021,Sell,Clover Health Investments ,15.0
1087,Apr 6,AMD Market SellApr 6,$102.001.25 shares at $81.60,$102.0,$81.60,2021,Sell,AMD ,102.0
1088,Apr 5,Taiwan Semiconductor Manufacturing Market SellApr 5,$124.051 share at $124.05,$124.0,$124.05,2021,Sell,Taiwan Semiconductor Manufacturing ,124.0
1089,Apr 5,Skyworks Market SellApr 5,$57.480.3 shares at $191.60,$57.4,$191.60,2021,Sell,Skyworks ,57.4
1090,Apr 5,NVIDIA Market SellApr 5,$391.850.7 shares at $559.79,$391.8,$559.79,2021,Sell,NVIDIA ,391.8
1091,Apr 5,Azul Airlines Market SellApr 5,$230.6811 shares at $20.97,$230.6,$20.97,2021,Sell,Azul Airlines ,230.6
1092,Apr 5,Autodesk Market SellApr 5,$173.250.6 shares at $288.75,$173.2,$288.75,2021,Sell,Autodesk ,173.2
1093,Apr 5,ANSYS Market SellApr 5,$289.710.8 shares at $362.14,$289.7,$362.14,2021,Sell,ANSYS ,289.7
1094,Apr 5,Amazon Market SellApr 5,"$968.300.3 shares at $3,227.67",$968.3,"$3,227.67",2021,Sell,Amazon ,968.3
1095,Apr 5,Alphabet Class C Market SellApr 5,"$111.690.05 shares at $2,233.80",$111.6,"$2,233.80",2021,Sell,Alphabet Class C ,111.6
1096,Apr 5,Apple Market SellApr 5,$126.101 share at $126.10,$126.1,$126.10,2021,Sell,Apple ,126.1
1097,Apr 5,American Tower Market SellApr 5,$303.011.25 shares at $242.41,$303.0,$242.41,2021,Sell,American Tower ,303.0
1098,Apr 5,Microsoft Market SellApr 5,$249.481 share at $249.48,$249.4,$249.48,2021,Sell,Microsoft ,249.4
1099,Apr 5,Merck Market SellApr 5,$77.041 share at $77.04,$77.0,$77.04,2021,Sell,Merck ,77.0
1100,Apr 5,Tesla Market SellApr 5,$409.100.585 shares at $699.32,$409.1,$699.32,2021,Sell,Tesla ,409.1
1101,Apr 5,American Electric Power Market SellApr 5,$258.273 shares at $86.09,$258.2,$86.09,2021,Sell,American Electric Power ,258.2
1102,Apr 5,Cisco Systems Market SellApr 5,$52.611 share at $52.61,$52.6,$52.61,2021,Sell,Cisco Systems ,52.6
1103,Apr 5,UPS Market SellApr 5,$43.080.25 shares at $172.32,$43.0,$172.32,2021,Sell,UPS ,43.0
1104,Apr 5,Verizon Market SellApr 5,$587.6010 shares at $58.76,$587.6,$58.76,2021,Sell,Verizon ,587.6
1105,Apr 5,Kellogg Market SellApr 5,$63.451 share at $63.45,$63.4,$63.45,2021,Sell,Kellogg ,63.4
1106,Apr 5,National Grid Market SellApr 5,$89.991.5 shares at $59.99,$89.9,$59.99,2021,Sell,National Grid ,89.9
1107,Apr 5,Consolidated Edison Market SellApr 5,$263.203.5 shares at $75.20,$263.2,$75.20,2021,Sell,Consolidated Edison ,263.2
1108,Apr 5,Dominion Energy Market SellApr 5,$686.979 shares at $76.33,$686.9,$76.33,2021,Sell,Dominion Energy ,686.9
1109,Apr 5,Pinnacle West Market SellApr 5,$288.023.5 shares at $82.29,$288.0,$82.29,2021,Sell,Pinnacle West ,288.0
1110,Apr 5,PPL Market SellApr 5,$143.555 shares at $28.71,$143.5,$28.71,2021,Sell,PPL ,143.5
1111,Apr 5,Evergy Market SellApr 5,$301.675 shares at $60.33,$301.6,$60.33,2021,Sell,Evergy ,301.6
1112,Apr 5,Entergy Market SellApr 5,$703.937 shares at $100.56,$703.9,$100.56,2021,Sell,Entergy ,703.9
1113,Apr 5,Sempra Market SellApr 5,$669.305 shares at $133.86,$669.3,$133.86,2021,Sell,Sempra ,669.3
1114,Apr 5,Eversource Market SellApr 5,$261.873 shares at $87.29,$261.8,$87.29,2021,Sell,Eversource ,261.8
1115,Apr 5,Atmos Energy Market SellApr 5,$344.033.5 shares at $98.29,$344.0,$98.29,2021,Sell,Atmos Energy ,344.0
1116,Apr 5,FirstEnergy Market SellApr 5,$183.865.3 shares at $34.69,$183.8,$34.69,2021,Sell,FirstEnergy ,183.8
1117,Apr 5,NiSource Market SellApr 5,$170.387 shares at $24.34,$170.3,$24.34,2021,Sell,NiSource ,170.3
1118,Apr 5,NextEra Energy Market SellApr 5,$153.622 shares at $76.81,$153.6,$76.81,2021,Sell,NextEra Energy ,153.6
1119,Apr 5,McCormick Market SellApr 5,$133.671.5 shares at $89.11,$133.6,$89.11,2021,Sell,McCormick ,133.6
1120,Apr 5,Procter & Gamble Market SellApr 5,$286.992.1 shares at $136.66,$286.9,$136.66,2021,Sell,Procter & Gamble ,286.9
1121,Apr 5,Kimberly-Clark Market SellApr 5,$234.791.7 shares at $138.11,$234.7,$138.11,2021,Sell,Kimberly-Clark ,234.7
1122,Apr 5,Air Products & Chemicals Market SellApr 5,$433.531.5 shares at $289.02,$433.5,$289.02,2021,Sell,Air Products & Chemicals ,433.5
1123,Apr 5,Costco Market SellApr 5,"$1,464.234.05 shares at $361.54","$1,464.2",$361.54,2021,Sell,Costco ,1464.2
1124,Apr 5,Linde Market SellApr 5,$285.501 share at $285.50,$285.5,$285.50,2021,Sell,Linde ,285.5
1125,Apr 5,Utilities Select Sector SPDR Fund Market SellApr 5,"$1,356.6021 shares at $64.60","$1,356.6",$64.60,2021,Sell,Utilities Select Sector SPDR Fund ,1356.6
1126,Apr 5,Pfizer Market SellApr 5,$543.8115 shares at $36.25,$543.8,$36.25,2021,Sell,Pfizer ,543.8
1127,Apr 5,Johnson & Johnson Market SellApr 5,$163.041 share at $163.04,$163.0,$163.04,2021,Sell,Johnson & Johnson ,163.0
1128,Apr 5,Qualcomm Market SellApr 5,$245.441.75 shares at $140.25,$245.4,$140.25,2021,Sell,Qualcomm ,245.4
1129,Apr 5,Akamai Market SellApr 5,$285.392.75 shares at $103.78,$285.3,$103.78,2021,Sell,Akamai ,285.3
1130,Apr 5,Adobe Market SellApr 5,$395.430.8 shares at $494.29,$395.4,$494.29,2021,Sell,Adobe ,395.4
1131,Mar 29,Plug Power Market BuyMar 29,$31.191 share at $31.19,$31.1,$31.19,2021,Buy,Plug Power ,31.1
1132,Mar 25,IdaCorp Market SellMar 25,$59.980.6 shares at $99.97,$59.9,$99.97,2021,Sell,IdaCorp ,59.9
1133,Mar 25,Plug Power Market BuyMar 25,$102.173 shares at $34.06,$102.1,$34.06,2021,Buy,Plug Power ,102.1
1134,Mar 25,Plug Power Market BuyMar 25,$34.091 share at $34.09,$34.0,$34.09,2021,Buy,Plug Power ,34.0
1135,Mar 23,Taiwan Semiconductor Manufacturing Market BuyMar 23,$51.880.45 shares at $115.29,$51.8,$115.29,2021,Buy,Taiwan Semiconductor Manufacturing ,51.8
1136,Mar 23,Qualcomm Market BuyMar 23,$33.050.25 shares at $132.20,$33.0,$132.20,2021,Buy,Qualcomm ,33.0
1137,Mar 23,Plug Power Market BuyMar 23,$37.471 share at $37.47,$37.4,$37.47,2021,Buy,Plug Power ,37.4
1138,Mar 23,Gores Holdings VI Market BuyMar 23,$45.153 shares at $15.05,$45.1,$15.05,2021,Buy,Gores Holdings VI ,45.1
1139,Mar 22,Kellogg Market SellMar 22,$84.161.35 shares at $62.34,$84.1,$62.34,2021,Sell,Kellogg ,84.1
1140,Mar 22,Home Depot Market SellMar 22,$260.650.9 shares at $289.61,$260.6,$289.61,2021,Sell,Home Depot ,260.6
1141,Mar 22,Best Buy Market SellMar 22,$60.550.5 shares at $121.10,$60.5,$121.10,2021,Sell,Best Buy ,60.5
1142,Mar 22,AutoZone Market SellMar 22,"$267.550.2 shares at $1,337.75",$267.5,"$1,337.75",2021,Sell,AutoZone ,267.5
1143,Mar 18,NextEra Energy Market BuyMar 18,$35.450.5 shares at $70.90,$35.4,$70.90,2021,Buy,NextEra Energy ,35.4
1144,Mar 17,Plug Power Market BuyMar 17,$18.390.5 shares at $36.78,$18.3,$36.78,2021,Buy,Plug Power ,18.3
1145,Mar 9,Azul Airlines Market BuyMar 9,$18.401 share at $18.40,$18.4,$18.40,2021,Buy,Azul Airlines ,18.4
1146,Mar 5,Autodesk Market BuyMar 5,$25.990.1 shares at $259.90,$25.9,$259.90,2021,Buy,Autodesk ,25.9
1147,Mar 5,American Tower Market BuyMar 5,$49.580.25 shares at $198.32,$49.5,$198.32,2021,Buy,American Tower ,49.5
1148,Mar 5,Costco Market BuyMar 5,$309.401 share at $309.40,$309.4,$309.40,2021,Buy,Costco ,309.4
1149,Mar 5,Deposit from Checking (non-interest)Mar 5,$500.00,,,2021,Deposit,N/A,
1150,Mar 5,Costco Market BuyMar 5,$46.670.15 shares at $311.13,$46.6,$311.13,2021,Buy,Costco ,46.6
1151,Mar 5,Costco Market BuyMar 5,$31.130.1 shares at $311.30,$31.1,$311.30,2021,Buy,Costco ,31.1
1152,Mar 5,Costco Market BuyMar 5,$31.140.1 shares at $311.40,$31.1,$311.40,2021,Buy,Costco ,31.1
1153,Mar 5,Adobe Market BuyMar 5,$43.860.1 shares at $438.60,$43.8,$438.60,2021,Buy,Adobe ,43.8
1154,Mar 5,Costco Market BuyMar 5,$31.420.1 shares at $314.20,$31.4,$314.20,2021,Buy,Costco ,31.4
1155,Mar 5,Azul Airlines Market BuyMar 5,$100.545 shares at $20.11,$100.5,$20.11,2021,Buy,Azul Airlines ,100.5
1156,Mar 4,Tesla Market BuyMar 4,$61.930.1 shares at $619.30,$61.9,$619.30,2021,Buy,Tesla ,61.9
1157,Mar 4,ANSYS Market BuyMar 4,$30.670.1 shares at $306.70,$30.6,$306.70,2021,Buy,ANSYS ,30.6
1158,Mar 4,ANSYS Market BuyMar 4,$62.720.2 shares at $313.60,$62.7,$313.60,2021,Buy,ANSYS ,62.7
1159,Mar 4,Tesla Market BuyMar 4,$62.430.1 shares at $624.30,$62.4,$624.30,2021,Buy,Tesla ,62.4
1160,Mar 4,Gores Holdings VI Market BuyMar 4,$12.641 share at $12.64,$12.6,$12.64,2021,Buy,Gores Holdings VI ,12.6
1161,Mar 4,Deposit from Checking (non-interest)Mar 4,$500.00,,,2021,Deposit,N/A,
1162,Mar 4,Apple Market BuyMar 4,$60.280.5 shares at $120.56,$60.2,$120.56,2021,Buy,Apple ,60.2
1163,Mar 4,Taiwan Semiconductor Manufacturing Market BuyMar 4,$29.460.25 shares at $117.84,$29.4,$117.84,2021,Buy,Taiwan Semiconductor Manufacturing ,29.4
1164,Mar 4,Amazon Market BuyMar 4,"$299.040.1 shares at $2,990.40",$299.0,"$2,990.40",2021,Buy,Amazon ,299.0
1165,Mar 4,AMD Market BuyMar 4,$19.720.25 shares at $78.88,$19.7,$78.88,2021,Buy,AMD ,19.7
1166,Mar 4,Snowflake Market BuyMar 4,$23.650.1 shares at $236.50,$23.6,$236.50,2021,Buy,Snowflake ,23.6
1167,Mar 4,NVIDIA Market BuyMar 4,$49.630.1 shares at $496.30,$49.6,$496.30,2021,Buy,NVIDIA ,49.6
1168,Mar 3,Tesla Market BuyMar 3,$6.540.01 shares at $654.00,$6.5,$654.00,2021,Buy,Tesla ,6.5
1169,Mar 3,Tesla Market BuyMar 3,$66.500.1 shares at $665.00,$66.5,$665.00,2021,Buy,Tesla ,66.5
1170,Mar 3,AT&T Market SellMar 3,$28.821 share at $28.82,$28.8,$28.82,2021,Sell,AT&T ,28.8
1171,Mar 3,FLY Leasing Market SellMar 3,$42.834 shares at $10.71,$42.8,$10.71,2021,Sell,FLY Leasing ,42.8
1172,Mar 3,Akamai Market BuyMar 3,$23.320.25 shares at $93.28,$23.3,$93.28,2021,Buy,Akamai ,23.3
1173,Mar 3,Alphabet Class C Market BuyMar 3,"$101.920.05 shares at $2,038.40",$101.9,"$2,038.40",2021,Buy,Alphabet Class C ,101.9
1174,Mar 3,NVIDIA Market BuyMar 3,$51.770.1 shares at $517.70,$51.7,$517.70,2021,Buy,NVIDIA ,51.7
1175,Mar 3,Steelcase Market SellMar 3,$7.270.5 shares at $14.54,$7.2,$14.54,2021,Sell,Steelcase ,7.2
1176,Mar 3,Adobe Market BuyMar 3,$45.290.1 shares at $452.90,$45.2,$452.90,2021,Buy,Adobe ,45.2
1177,Mar 3,NVIDIA Market BuyMar 3,$52.190.1 shares at $521.90,$52.1,$521.90,2021,Buy,NVIDIA ,52.1
1178,Mar 3,Cummins Market SellMar 3,$259.801 share at $259.80,$259.8,$259.80,2021,Sell,Cummins ,259.8
1179,Mar 3,Deposit from Checking (non-interest)Mar 3,$500.00,,,2021,Deposit,N/A,
1180,Mar 3,Home Depot Market BuyMar 3,$128.490.5 shares at $256.98,$128.4,$256.98,2021,Buy,Home Depot ,128.4
1181,Mar 3,American Tower Market BuyMar 3,$102.430.5 shares at $204.86,$102.4,$204.86,2021,Buy,American Tower ,102.4
1182,Mar 3,Utilities Select Sector SPDR Fund Market BuyMar 3,$58.441 share at $58.44,$58.4,$58.44,2021,Buy,Utilities Select Sector SPDR Fund ,58.4
1183,Mar 3,Autodesk Market BuyMar 3,$40.900.15 shares at $272.67,$40.9,$272.67,2021,Buy,Autodesk ,40.9
1184,Mar 3,Kellogg Market BuyMar 3,$5.700.1 shares at $57.00,$5.7,$57.00,2021,Buy,Kellogg ,5.7
1185,Mar 3,McCormick Market BuyMar 3,$8.370.1 shares at $83.70,$8.3,$83.70,2021,Buy,McCormick ,8.3
1186,Mar 3,Kimberly-Clark Market BuyMar 3,$12.890.1 shares at $128.90,$12.8,$128.90,2021,Buy,Kimberly-Clark ,12.8
1187,Mar 3,Procter & Gamble Market BuyMar 3,$12.290.1 shares at $122.90,$12.2,$122.90,2021,Buy,Procter & Gamble ,12.2
1188,Mar 3,Costco Market BuyMar 3,$32.590.1 shares at $325.90,$32.5,$325.90,2021,Buy,Costco ,32.5
1189,Mar 3,Utilities Select Sector SPDR Fund Market BuyMar 3,$294.305 shares at $58.86,$294.3,$58.86,2021,Buy,Utilities Select Sector SPDR Fund ,294.3
1190,Mar 3,Microsoft Market BuyMar 3,$115.600.5 shares at $231.20,$115.6,$231.20,2021,Buy,Microsoft ,115.6
1191,Mar 3,Snowflake Market BuyMar 3,$77.650.3 shares at $258.83,$77.6,$258.83,2021,Buy,Snowflake ,77.6
1192,Mar 3,Qualcomm Market BuyMar 3,$33.810.25 shares at $135.24,$33.8,$135.24,2021,Buy,Qualcomm ,33.8
1193,Mar 3,Akamai Market BuyMar 3,$23.690.25 shares at $94.76,$23.6,$94.76,2021,Buy,Akamai ,23.6
1194,Mar 3,ANSYS Market BuyMar 3,$81.840.25 shares at $327.36,$81.8,$327.36,2021,Buy,ANSYS ,81.8
1195,Mar 3,NVIDIA Market BuyMar 3,$53.160.1 shares at $531.60,$53.1,$531.60,2021,Buy,NVIDIA ,53.1
1196,Mar 3,Deposit from Checking (non-interest)Mar 3,"$1,000.00",,,2021,Deposit,N/A,
1197,Mar 2,FLY Leasing Market BuyMar 2,$40.364 shares at $10.09,$40.3,$10.09,2021,Buy,FLY Leasing ,40.3
1198,Mar 2,NVIDIA Market BuyMar 2,$53.650.1 shares at $536.50,$53.6,$536.50,2021,Buy,NVIDIA ,53.6
1199,Mar 2,Tesla Market BuyMar 2,$103.160.15 shares at $687.73,$103.1,$687.73,2021,Buy,Tesla ,103.1
1200,Mar 2,NVIDIA Market BuyMar 2,$54.470.1 shares at $544.70,$54.4,$544.70,2021,Buy,NVIDIA ,54.4
1201,Mar 2,Home Depot Market BuyMar 2,$104.150.4 shares at $260.38,$104.1,$260.38,2021,Buy,Home Depot ,104.1
1202,Mar 2,American Tower Market BuyMar 2,$104.430.5 shares at $208.86,$104.4,$208.86,2021,Buy,American Tower ,104.4
1203,Mar 2,ANSYS Market BuyMar 2,$84.600.25 shares at $338.40,$84.6,$338.40,2021,Buy,ANSYS ,84.6
1204,Mar 2,Azul Airlines Market BuyMar 2,$61.533 shares at $20.51,$61.5,$20.51,2021,Buy,Azul Airlines ,61.5
1205,Mar 2,Entergy Market BuyMar 2,$87.411 share at $87.41,$87.4,$87.41,2021,Buy,Entergy ,87.4
1209,Feb 26,Dominion Energy Market BuyFeb 26,$75.931.1 shares at $69.03,$75.9,$69.03,2021,Buy,Dominion Energy ,75.9
1210,Feb 26,Utilities Select Sector SPDR Fund Market BuyFeb 26,$117.972 shares at $58.99,$117.9,$58.99,2021,Buy,Utilities Select Sector SPDR Fund ,117.9
1211,Feb 26,Skyworks Market BuyFeb 26,$52.270.3 shares at $174.23,$52.2,$174.23,2021,Buy,Skyworks ,52.2
1212,Feb 26,Taiwan Semiconductor Manufacturing Market BuyFeb 26,$36.920.3 shares at $123.07,$36.9,$123.07,2021,Buy,Taiwan Semiconductor Manufacturing ,36.9
1213,Feb 26,Amazon Market BuyFeb 26,"$304.400.1 shares at $3,044.00",$304.4,"$3,044.00",2021,Buy,Amazon ,304.4
1214,Feb 26,Akamai Market BuyFeb 26,$23.660.25 shares at $94.64,$23.6,$94.64,2021,Buy,Akamai ,23.6
1215,Feb 26,Qualcomm Market BuyFeb 26,$33.710.25 shares at $134.84,$33.7,$134.84,2021,Buy,Qualcomm ,33.7
1216,Feb 26,Linde Market BuyFeb 26,$49.100.2 shares at $245.50,$49.1,$245.50,2021,Buy,Linde ,49.1
1217,Feb 26,Adobe Market BuyFeb 26,$91.910.2 shares at $459.55,$91.9,$459.55,2021,Buy,Adobe ,91.9
1218,Feb 26,Azul Airlines Market BuyFeb 26,$45.402 shares at $22.70,$45.4,$22.70,2021,Buy,Azul Airlines ,45.4
1219,Feb 26,Autodesk Market BuyFeb 26,$97.670.35 shares at $279.06,$97.6,$279.06,2021,Buy,Autodesk ,97.6
1220,Feb 26,Pfizer Market BuyFeb 26,$100.913 shares at $33.64,$100.9,$33.64,2021,Buy,Pfizer ,100.9
1221,Feb 26,Merck Market BuyFeb 26,$73.821 share at $73.82,$73.8,$73.82,2021,Buy,Merck ,73.8
1222,Feb 26,Johnson & Johnson Market BuyFeb 26,$79.960.5 shares at $159.92,$79.9,$159.92,2021,Buy,Johnson & Johnson ,79.9
1223,Feb 26,National Grid Market BuyFeb 26,$56.651 share at $56.65,$56.6,$56.65,2021,Buy,National Grid ,56.6
1224,Feb 26,Procter & Gamble Market BuyFeb 26,$55.100.45 shares at $122.44,$55.1,$122.44,2021,Buy,Procter & Gamble ,55.1
1225,Feb 25,Adobe Market BuyFeb 25,$45.920.1 shares at $459.20,$45.9,$459.20,2021,Buy,Adobe ,45.9
1226,Feb 25,Snowflake Market BuyFeb 25,$25.880.1 shares at $258.80,$25.8,$258.80,2021,Buy,Snowflake ,25.8
1227,Feb 25,Apple Market BuyFeb 25,$61.100.5 shares at $122.20,$61.1,$122.20,2021,Buy,Apple ,61.1
1228,Feb 25,Microsoft Market BuyFeb 25,$115.070.5 shares at $230.14,$115.0,$230.14,2021,Buy,Microsoft ,115.0
1229,Feb 25,Amazon Market BuyFeb 25,"$310.130.1 shares at $3,101.30",$310.1,"$3,101.30",2021,Buy,Amazon ,310.1
1230,Feb 25,AMD Market BuyFeb 25,$82.911 share at $82.91,$82.9,$82.91,2021,Buy,AMD ,82.9
