,Date,Type,Total,Total for Shares,Price per share,Year,"B,S,D,O",Stock Name,Float Total,Shares,Ticker
2425,"Jul 31, 2020","Coca-Cola Market BuyJul 31, 2020",$46.941 share at $46.94,$46.94,$46.94,2020,Buy,Coca-Cola,46.94,1.0,KO
2424,"Jul 31, 2020","Deposit from Checking (non-interest)Jul 31, 2020",400.0,,,2020,Deposit,N/A,,0.0,Idk
2423,"Jul 31, 2020","Caterpillar Market BuyJul 31, 2020",$26.160.2 shares at $130.80,$26.16,$130.80,2020,Buy,Caterpillar,26.16,0.19999999999999998,CAT
2422,"Jul 31, 2020","Nike Market BuyJul 31, 2020",$19.310.2 shares at $96.55,$19.31,$96.55,2020,Buy,Nike,19.31,0.19999999999999998,NKE
2421,"Jul 31, 2020","Archer Daniels Midland Market BuyJul 31, 2020",$42.541 share at $42.54,$42.54,$42.54,2020,Buy,Archer Daniels Midland,42.54,1.0,ADM
2420,"Jul 31, 2020","Avery Dennison Market BuyJul 31, 2020",$22.480.2 shares at $112.40,$22.48,$112.40,2020,Buy,Avery Dennison,22.48,0.19999999999999998,AVY
2419,"Jul 31, 2020","Centene Market BuyJul 31, 2020",$6.540.1 shares at $65.40,$6.54,$65.40,2020,Buy,Centene,6.54,0.09999999999999999,CNC
2418,"Jul 31, 2020","CF Industries Market BuyJul 31, 2020",$15.420.5 shares at $30.84,$15.42,$30.84,2020,Buy,CF Industries,15.42,0.5,CF
2417,"Jul 31, 2020","Procter & Gamble Market BuyJul 31, 2020",$25.980.2 shares at $129.90,$25.98,$129.90,2020,Buy,Procter & Gamble,25.98,0.19999999999999998,PG
2416,"Jul 31, 2020","Verizon Market BuyJul 31, 2020",$28.470.5 shares at $56.94,$28.47,$56.94,2020,Buy,Verizon,28.47,0.5,VZ
2415,"Jul 31, 2020","PepsiCo Market BuyJul 31, 2020",$13.640.1 shares at $136.40,$13.64,$136.40,2020,Buy,PepsiCo,13.64,0.1,PEP
2414,"Jul 31, 2020","Jumia Technologies Market SellJul 31, 2020",$14.571 share at $14.57,$14.57,$14.57,2020,Sell,Jumia Technologies,14.57,1.0,JMIA
2413,"Jul 31, 2020","Jumia Technologies Market SellJul 31, 2020",$28.902 shares at $14.45,$28.90,$14.45,2020,Sell,Jumia Technologies,28.9,2.0,JMIA
2412,"Jul 31, 2020","Mazda Market BuyJul 31, 2020",$2.871 share at $2.87,$2.87,$2.87,2020,Buy,Mazda,2.87,1.0,MZDAY
2411,"Jul 31, 2020","Panasonic Market BuyJul 31, 2020",$17.502 shares at $8.75,$17.50,$8.75,2020,Buy,Panasonic,17.5,2.0,PCRFY
2410,"Aug 3, 2020","HP Market SellAug 3, 2020",$88.685 shares at $17.74,$88.68,$17.74,2020,Sell,HP,88.68,4.998872604284105,HPQ
2409,"Aug 3, 2020","Duke Energy Market BuyAug 3, 2020",$8.350.1 shares at $83.50,$8.35,$83.50,2020,Buy,Duke Energy,8.35,0.09999999999999999,DUK
2408,"Aug 3, 2020","Southern Market BuyAug 3, 2020",$5.410.1 shares at $54.10,$5.41,$54.10,2020,Buy,Southern,5.41,0.1,SO
2407,"Aug 3, 2020","3M Market BuyAug 3, 2020",$15.020.1 shares at $150.20,$15.02,$150.20,2020,Buy,3M,15.02,0.1,MMM
2406,"Aug 3, 2020","Edison International Market BuyAug 3, 2020",$5.400.1 shares at $54.00,$5.40,$54.00,2020,Buy,Edison International,5.4,0.1,EIX
2405,"Aug 3, 2020","PPL Market BuyAug 3, 2020",$13.310.5 shares at $26.62,$13.31,$26.62,2020,Buy,PPL,13.31,0.5,PPL
2404,"Aug 3, 2020","Republic Services Market BuyAug 3, 2020",$17.470.2 shares at $87.35,$17.47,$87.35,2020,Buy,Republic Services,17.47,0.2,RSG
2403,"Aug 3, 2020","Honda Market BuyAug 3, 2020",$4.990.2 shares at $24.95,$4.99,$24.95,2020,Buy,Honda,4.99,0.2,HMC
2402,"Aug 3, 2020","Canadian Pacific Railway Market BuyAug 3, 2020",$27.590.1 shares at $275.90,$27.59,$275.90,2020,Buy,Canadian Pacific Railway,27.59,0.1,CP
2401,"Aug 3, 2020","Emcor Market BuyAug 3, 2020",$14.290.2 shares at $71.45,$14.29,$71.45,2020,Buy,Emcor,14.29,0.19999999999999998,EME
2400,"Aug 3, 2020","Toyota Market BuyAug 3, 2020",$24.130.2 shares at $120.65,$24.13,$120.65,2020,Buy,Toyota,24.13,0.19999999999999998,TM
2399,"Aug 3, 2020","Trane Technologies Market BuyAug 3, 2020",$22.460.2 shares at $112.30,$22.46,$112.30,2020,Buy,Trane Technologies,22.46,0.2,TT
2398,"Aug 3, 2020","TE Connectivity Market BuyAug 3, 2020",$17.920.2 shares at $89.60,$17.92,$89.60,2020,Buy,TE Connectivity,17.92,0.20000000000000004,TEL
2397,"Aug 3, 2020","Eversource Market BuyAug 3, 2020",$17.860.2 shares at $89.30,$17.86,$89.30,2020,Buy,Eversource,17.86,0.2,ES
2396,"Aug 3, 2020","NextEra Energy Market BuyAug 3, 2020",$27.800.1 shares at $278.00,$27.80,$278.00,2020,Buy,NextEra Energy,27.8,0.1,NEE
2395,"Aug 3, 2020","Dominion Energy Market BuyAug 3, 2020",$16.060.2 shares at $80.30,$16.06,$80.30,2020,Buy,Dominion Energy,16.06,0.19999999999999998,D
2394,"Aug 3, 2020","Target Market BuyAug 3, 2020",$12.760.1 shares at $127.60,$12.76,$127.60,2020,Buy,Target,12.76,0.1,TGT
2393,"Aug 3, 2020","International Airlines Group Market BuyAug 3, 2020",$21.455 shares at $4.29,$21.45,$4.29,2020,Buy,International Airlines Group,21.45,5.0,ICAGY
2392,"Aug 3, 2020","PowerFleet Market SellAug 3, 2020",$27.005 shares at $5.40,$27.00,$5.40,2020,Sell,PowerFleet,27.0,5.0,PWFL
2391,"Aug 3, 2020","American Tower Market BuyAug 3, 2020",$25.750.1 shares at $257.50,$25.75,$257.50,2020,Buy,American Tower,25.75,0.1,AMT
2390,"Aug 3, 2020","Alphabet Class A Market BuyAug 3, 2020","$29.520.02 shares at $1,476.00",$29.52,"$1,476.00",2020,Buy,Alphabet Class A,29.52,0.02,GOOGL
2389,"Aug 3, 2020","Deposit from Checking (non-interest)Aug 3, 2020",100.0,,,2020,Deposit,N/A,,0.0,Idk
2388,"Aug 3, 2020","Panasonic Market BuyAug 3, 2020",$25.383 shares at $8.46,$25.38,$8.46,2020,Buy,Panasonic,25.38,2.9999999999999996,PCRFY
2387,"Aug 4, 2020","Xylem Market BuyAug 4, 2020",$14.650.2 shares at $73.25,$14.65,$73.25,2020,Buy,Xylem,14.65,0.2,XYL
2386,"Aug 4, 2020","LyondellBasell Market BuyAug 4, 2020",$31.130.5 shares at $62.26,$31.13,$62.26,2020,Buy,LyondellBasell,31.13,0.5,LYB
2385,"Aug 4, 2020","Motorola Solutions Market BuyAug 4, 2020",$13.760.1 shares at $137.60,$13.76,$137.60,2020,Buy,Motorola Solutions,13.76,0.1,MSI
2384,"Aug 4, 2020","Nucor Market BuyAug 4, 2020",$21.320.5 shares at $42.64,$21.32,$42.64,2020,Buy,Nucor,21.32,0.5,NUE
2383,"Aug 4, 2020","Ventas Market BuyAug 4, 2020",$7.600.2 shares at $38.00,$7.60,$38.00,2020,Buy,Ventas,7.6,0.19999999999999998,VTR
2382,"Aug 4, 2020","PowerFleet Market SellAug 4, 2020",$11.852 shares at $5.93,$11.85,$5.93,2020,Sell,PowerFleet,11.85,1.9983136593591906,PWFL
2381,"Aug 4, 2020","Rakuten Group Market SellAug 4, 2020",$10.001 share at $10.00,$10.00,$10.00,2020,Sell,Rakuten Group,10.0,1.0,RKUNY
2380,"Aug 4, 2020","Evergy Market BuyAug 4, 2020",$5.570.1 shares at $55.70,$5.57,$55.70,2020,Buy,Evergy,5.57,0.1,EVRG
2379,"Aug 4, 2020","FirstEnergy Market BuyAug 4, 2020",$14.800.5 shares at $29.60,$14.80,$29.60,2020,Buy,FirstEnergy,14.8,0.5,FE
2378,"Aug 5, 2020","US Concrete Market SellAug 5, 2020",$56.362 shares at $28.18,$56.36,$28.18,2020,Sell,US Concrete,56.36,2.0,USCR
2377,"Aug 5, 2020","Ruth's Hospitality Market SellAug 5, 2020",$39.055 shares at $7.81,$39.05,$7.81,2020,Sell,Ruth's Hospitality,39.05,5.0,RUTH
2376,"Aug 5, 2020","Ruth's Hospitality Market SellAug 5, 2020",$39.085 shares at $7.82,$39.08,$7.82,2020,Sell,Ruth's Hospitality,39.08,4.997442455242966,RUTH
2375,"Aug 5, 2020","Ruth's Hospitality Market SellAug 5, 2020",$39.135 shares at $7.83,$39.13,$7.83,2020,Sell,Ruth's Hospitality,39.13,4.997445721583653,RUTH
2374,"Aug 5, 2020","Ruth's Hospitality Market SellAug 5, 2020",$39.135 shares at $7.83,$39.13,$7.83,2020,Sell,Ruth's Hospitality,39.13,4.997445721583653,RUTH
2373,"Aug 5, 2020","Ruth's Hospitality Market SellAug 5, 2020",$39.135 shares at $7.83,$39.13,$7.83,2020,Sell,Ruth's Hospitality,39.13,4.997445721583653,RUTH
2372,"Aug 5, 2020","Ruth's Hospitality Market SellAug 5, 2020",$39.135 shares at $7.83,$39.13,$7.83,2020,Sell,Ruth's Hospitality,39.13,4.997445721583653,RUTH
2371,"Aug 5, 2020","American Tower Market BuyAug 5, 2020",$25.570.1 shares at $255.70,$25.57,$255.70,2020,Buy,American Tower,25.57,0.1,AMT
2370,"Aug 5, 2020","Analog Devices Market BuyAug 5, 2020",$11.560.1 shares at $115.60,$11.56,$115.60,2020,Buy,Analog Devices,11.56,0.1,ADI
2369,"Aug 5, 2020","Eversource Market BuyAug 5, 2020",$8.810.1 shares at $88.10,$8.81,$88.10,2020,Buy,Eversource,8.81,0.1,ES
2368,"Aug 5, 2020","Dana Market SellAug 5, 2020",$25.382 shares at $12.69,$25.38,$12.69,2020,Sell,Dana,25.38,2.0,DAN
2367,"Aug 5, 2020","Edison International Market BuyAug 5, 2020",$10.720.2 shares at $53.60,$10.72,$53.60,2020,Buy,Edison International,10.72,0.2,EIX
2366,"Aug 5, 2020","Edison International Market BuyAug 5, 2020",$37.530.7 shares at $53.61,$37.53,$53.61,2020,Buy,Edison International,37.53,0.7000559597090096,EIX
2365,"Aug 5, 2020","Mylan Market SellAug 5, 2020",$17.061 share at $17.06,$17.06,$17.06,2020,Sell,Mylan,17.06,1.0,MYL
2364,"Aug 5, 2020","Amgen Market BuyAug 5, 2020",$12.040.05 shares at $240.80,$12.04,$240.80,2020,Buy,Amgen,12.04,0.049999999999999996,AMGN
2363,"Aug 6, 2020","Oracle Market BuyAug 6, 2020",$5.500.1 shares at $55.00,$5.50,$55.00,2020,Buy,Oracle,5.5,0.1,ORCL
2362,"Aug 6, 2020","Oracle Market BuyAug 6, 2020",$5.500.1 shares at $55.00,$5.50,$55.00,2020,Buy,Oracle,5.5,0.1,ORCL
2361,"Aug 6, 2020","PepsiCo Market BuyAug 6, 2020",$13.580.1 shares at $135.80,$13.58,$135.80,2020,Buy,PepsiCo,13.58,0.09999999999999999,PEP
2360,"Aug 6, 2020","Intel Market BuyAug 6, 2020",$9.650.2 shares at $48.25,$9.65,$48.25,2020,Buy,Intel,9.65,0.2,INTC
2359,"Aug 6, 2020","American Tower Market BuyAug 6, 2020",$25.260.1 shares at $252.60,$25.26,$252.60,2020,Buy,American Tower,25.26,0.1,AMT
2358,"Aug 6, 2020","Coca-Cola Europacific Partners Market BuyAug 6, 2020",$4.040.1 shares at $40.40,$4.04,$40.40,2020,Buy,Coca-Cola Europacific Partners,4.04,0.1,CCEP
2357,"Aug 6, 2020","Naspers Market BuyAug 6, 2020",$3.740.1 shares at $37.40,$3.74,$37.40,2020,Buy,Naspers,3.74,0.1,NPSNY
2356,"Aug 6, 2020","Apple Market SellAug 6, 2020",$45.580.1 shares at $455.80,$45.58,$455.80,2020,Sell,Apple,45.58,0.09999999999999999,AAPL
2355,"Aug 7, 2020","Bayer Market BuyAug 7, 2020",$16.431 share at $16.43,$16.43,$16.43,2020,Buy,Bayer,16.43,1.0,BAYRY
2354,"Aug 7, 2020","Naspers Market BuyAug 7, 2020",$3.510.1 shares at $35.10,$3.51,$35.10,2020,Buy,Naspers,3.51,0.09999999999999999,NPSNY
2353,"Aug 7, 2020","FirstEnergy Market BuyAug 7, 2020",$14.710.5 shares at $29.42,$14.71,$29.42,2020,Buy,FirstEnergy,14.71,0.5,FE
2352,"Aug 7, 2020","Micron Technology Market BuyAug 7, 2020",$9.720.2 shares at $48.60,$9.72,$48.60,2020,Buy,Micron Technology,9.72,0.2,MU
2351,"Aug 7, 2020","Applied Materials Market BuyAug 7, 2020",$6.340.1 shares at $63.40,$6.34,$63.40,2020,Buy,Applied Materials,6.34,0.1,AMAT
2350,"Aug 7, 2020","Cisco Systems Market BuyAug 7, 2020",$4.760.1 shares at $47.60,$4.76,$47.60,2020,Buy,Cisco Systems,4.76,0.09999999999999999,CSCO
2349,"Aug 10, 2020","US Concrete Market SellAug 10, 2020",$29.451 share at $29.45,$29.45,$29.45,2020,Sell,US Concrete,29.45,1.0,USCR
2348,"Aug 10, 2020","Evergy Market BuyAug 10, 2020",$10.960.2 shares at $54.80,$10.96,$54.80,2020,Buy,Evergy,10.96,0.20000000000000004,EVRG
2347,"Aug 10, 2020","FleetCor Market BuyAug 10, 2020",$23.220.1 shares at $232.20,$23.22,$232.20,2020,Buy,FleetCor,23.22,0.1,FLT
2346,"Aug 10, 2020","Hilton Worldwide Market BuyAug 10, 2020",$8.570.1 shares at $85.70,$8.57,$85.70,2020,Buy,Hilton Worldwide,8.57,0.1,HLT
2345,"Aug 10, 2020","Keysight Technologies Market BuyAug 10, 2020",$9.730.1 shares at $97.30,$9.73,$97.30,2020,Buy,Keysight Technologies,9.73,0.1,KEYS
2344,"Aug 10, 2020","CDW Market BuyAug 10, 2020",$11.360.1 shares at $113.60,$11.36,$113.60,2020,Buy,CDW,11.36,0.1,CDW
2343,"Aug 10, 2020","Herman Miller Market SellAug 10, 2020",$52.782 shares at $26.39,$52.78,$26.39,2020,Sell,Herman Miller,52.78,2.0,MLHR
2342,"Aug 10, 2020","American Tower Market BuyAug 10, 2020",$25.280.1 shares at $252.80,$25.28,$252.80,2020,Buy,American Tower,25.28,0.1,AMT
2341,"Aug 10, 2020","Tronox Market BuyAug 10, 2020",$9.031 share at $9.03,$9.03,$9.03,2020,Buy,Tronox,9.03,1.0,TROX
2340,"Aug 10, 2020","Amcor PLC Market BuyAug 10, 2020",$11.101 share at $11.10,$11.10,$11.10,2020,Buy,Amcor PLC,11.1,1.0,AMCR
2339,"Aug 10, 2020","HP Market SellAug 10, 2020",$18.921 share at $18.92,$18.92,$18.92,2020,Sell,HP,18.92,1.0,HPQ
2338,"Aug 10, 2020","Xerox Market SellAug 10, 2020",$17.691 share at $17.69,$17.69,$17.69,2020,Sell,Xerox,17.69,1.0,XRX
2337,"Aug 10, 2020","Evergy Market BuyAug 10, 2020",$5.420.1 shares at $54.20,$5.42,$54.20,2020,Buy,Evergy,5.42,0.09999999999999999,EVRG
2336,"Aug 10, 2020","Dana Market SellAug 10, 2020",$13.781 share at $13.78,$13.78,$13.78,2020,Sell,Dana,13.78,1.0,DAN
2335,"Aug 10, 2020","FleetCor Market BuyAug 10, 2020",$23.370.1 shares at $233.70,$23.37,$233.70,2020,Buy,FleetCor,23.37,0.1,FLT
2334,"Aug 10, 2020","Southwest Airlines Market SellAug 10, 2020",$34.731 share at $34.73,$34.73,$34.73,2020,Sell,Southwest Airlines,34.73,1.0,LUV
2333,"Aug 10, 2020","Delta Air Lines Market SellAug 10, 2020",$29.131 share at $29.13,$29.13,$29.13,2020,Sell,Delta Air Lines,29.13,1.0,DAL
2332,"Aug 10, 2020","JetBlue Airways Market SellAug 10, 2020",$11.551 share at $11.55,$11.55,$11.55,2020,Sell,JetBlue Airways,11.55,1.0,JBLU
2331,"Aug 10, 2020","American Airlines Market SellAug 10, 2020",$13.991 share at $13.99,$13.99,$13.99,2020,Sell,American Airlines,13.99,1.0,AAL
2330,"Aug 11, 2020","GE Market SellAug 11, 2020",$27.924 shares at $6.98,$27.92,$6.98,2020,Sell,GE,27.92,4.0,GE
2329,"Aug 11, 2020","Evergy Market BuyAug 11, 2020",$32.450.6 shares at $54.08,$32.45,$54.08,2020,Buy,Evergy,32.45,0.6000369822485208,EVRG
2328,"Aug 11, 2020","American Tower Market BuyAug 11, 2020",$49.720.2 shares at $248.60,$49.72,$248.60,2020,Buy,American Tower,49.72,0.2,AMT
2327,"Aug 11, 2020","Alliant Energy Market BuyAug 11, 2020",$10.900.2 shares at $54.50,$10.90,$54.50,2020,Buy,Alliant Energy,10.9,0.2,LNT
2326,"Aug 11, 2020","Unilever Market BuyAug 11, 2020",$5.900.1 shares at $59.00,$5.90,$59.00,2020,Buy,Unilever,5.9,0.1,UL
2325,"Aug 11, 2020","Uber Market BuyAug 11, 2020",$3.160.1 shares at $31.60,$3.16,$31.60,2020,Buy,Uber,3.16,0.1,UBER
2324,"Aug 11, 2020","Martin Marietta Market BuyAug 11, 2020",$22.630.1 shares at $226.30,$22.63,$226.30,2020,Buy,Martin Marietta,22.63,0.09999999999999999,MLM
2323,"Aug 11, 2020","O'Reilly Auto Parts Market BuyAug 11, 2020",$22.810.05 shares at $456.20,$22.81,$456.20,2020,Buy,O'Reilly Auto Parts,22.81,0.049999999999999996,ORLY
2322,"Aug 11, 2020","Global Payments Market BuyAug 11, 2020",$17.190.1 shares at $171.90,$17.19,$171.90,2020,Buy,Global Payments,17.19,0.1,GPN
2321,"Aug 11, 2020","American Tower Market BuyAug 11, 2020",$24.820.1 shares at $248.20,$24.82,$248.20,2020,Buy,American Tower,24.82,0.1,AMT
2320,"Aug 11, 2020","US Concrete Market SellAug 11, 2020",$30.741 share at $30.74,$30.74,$30.74,2020,Sell,US Concrete,30.74,1.0,USCR
2319,"Aug 11, 2020","JetBlue Airways Market SellAug 11, 2020",$12.081 share at $12.08,$12.08,$12.08,2020,Sell,JetBlue Airways,12.08,1.0,JBLU
2318,"Aug 11, 2020","Delta Air Lines Market SellAug 11, 2020",$30.631 share at $30.63,$30.63,$30.63,2020,Sell,Delta Air Lines,30.63,1.0,DAL
2317,"Aug 11, 2020","Southwest Airlines Market SellAug 11, 2020",$36.211 share at $36.21,$36.21,$36.21,2020,Sell,Southwest Airlines,36.21,1.0,LUV
2316,"Aug 12, 2020","Rolls-Royce Market SellAug 12, 2020",$50.6814 shares at $3.62,$50.68,$3.62,2020,Sell,Rolls-Royce,50.68,14.0,RYCEY
2315,"Aug 12, 2020","Evergy Market BuyAug 12, 2020",$10.700.2 shares at $53.50,$10.70,$53.50,2020,Buy,Evergy,10.7,0.19999999999999998,EVRG
2314,"Aug 12, 2020","PowerFleet Market SellAug 12, 2020",$13.762 shares at $6.88,$13.76,$6.88,2020,Sell,PowerFleet,13.76,2.0,PWFL
2313,"Aug 12, 2020","Levi Strauss Market BuyAug 12, 2020",$6.430.5 shares at $12.86,$6.43,$12.86,2020,Buy,Levi Strauss,6.43,0.5,LEVI
2312,"Aug 12, 2020","Redfin Market BuyAug 12, 2020",$8.710.2 shares at $43.55,$8.71,$43.55,2020,Buy,Redfin,8.71,0.20000000000000004,RDFN
2311,"Aug 12, 2020","Western Digital Market BuyAug 12, 2020",$36.751 share at $36.75,$36.75,$36.75,2020,Buy,Western Digital,36.75,1.0,WDC
2310,"Aug 12, 2020","Listed Funds Trust Wahed FTSE USA Shariah Market BuyAug 12, 2020",$5.930.2 shares at $29.65,$5.93,$29.65,2020,Buy,Listed Funds Trust Wahed FTSE USA Shariah,5.93,0.2,HLAL
2309,"Aug 12, 2020","FLY Leasing Market SellAug 12, 2020",$38.124 shares at $9.53,$38.12,$9.53,2020,Sell,FLY Leasing,38.12,4.0,FLY
2308,"Aug 12, 2020","FleetCor Market BuyAug 12, 2020",$23.200.1 shares at $232.00,$23.20,$232.00,2020,Buy,FleetCor,23.2,0.09999999999999999,FLT
2307,"Aug 12, 2020","Martin Marietta Market BuyAug 12, 2020",$22.220.1 shares at $222.20,$22.22,$222.20,2020,Buy,Martin Marietta,22.22,0.1,MLM
2306,"Aug 12, 2020","Health Catalyst Market BuyAug 12, 2020",$16.430.5 shares at $32.86,$16.43,$32.86,2020,Buy,Health Catalyst,16.43,0.5,HCAT
2305,"Aug 12, 2020","Oracle Market BuyAug 12, 2020",$5.410.1 shares at $54.10,$5.41,$54.10,2020,Buy,Oracle,5.41,0.1,ORCL
2304,"Aug 13, 2020","Micron Technology Market BuyAug 13, 2020",$14.030.3 shares at $46.77,$14.03,$46.77,2020,Buy,Micron Technology,14.03,0.29997861877271753,MU
2303,"Aug 13, 2020","Duke Energy Market BuyAug 13, 2020",$8.230.1 shares at $82.30,$8.23,$82.30,2020,Buy,Duke Energy,8.23,0.1,DUK
2302,"Aug 13, 2020","Dana Market SellAug 13, 2020",$14.061 share at $14.06,$14.06,$14.06,2020,Sell,Dana,14.06,1.0,DAN
2301,"Aug 13, 2020","Cisco Systems Market BuyAug 13, 2020",$21.470.5 shares at $42.94,$21.47,$42.94,2020,Buy,Cisco Systems,21.47,0.5,CSCO
2300,"Aug 13, 2020","Naspers Market BuyAug 13, 2020",$6.990.2 shares at $34.95,$6.99,$34.95,2020,Buy,Naspers,6.99,0.19999999999999998,NPSNY
2299,"Aug 14, 2020","Edison International Market BuyAug 14, 2020",$21.010.4 shares at $52.53,$21.01,$52.53,2020,Buy,Edison International,21.01,0.39996192651818013,EIX
2298,"Aug 14, 2020","American Electric Power Market BuyAug 14, 2020",$41.610.5 shares at $83.22,$41.61,$83.22,2020,Buy,American Electric Power,41.61,0.5,AEP
2297,"Aug 17, 2020","Cisco Systems Market BuyAug 17, 2020",$4.210.1 shares at $42.10,$4.21,$42.10,2020,Buy,Cisco Systems,4.21,0.09999999999999999,CSCO
2296,"Aug 17, 2020","Steelcase Market BuyAug 17, 2020",$11.211 share at $11.21,$11.21,$11.21,2020,Buy,Steelcase,11.21,1.0,SCS
2295,"Aug 17, 2020","IdaCorp Market BuyAug 17, 2020",$8.740.1 shares at $87.40,$8.74,$87.40,2020,Buy,IdaCorp,8.74,0.09999999999999999,IDA
2294,"Aug 17, 2020","Oneok Market BuyAug 17, 2020",$8.730.3 shares at $29.10,$8.73,$29.10,2020,Buy,Oneok,8.73,0.3,OKE
2293,"Aug 17, 2020","Vornado Realty Trust Market BuyAug 17, 2020",$6.980.2 shares at $34.90,$6.98,$34.90,2020,Buy,Vornado Realty Trust,6.98,0.2,VNO
2292,"Aug 18, 2020","Micron Technology Market BuyAug 18, 2020",$13.320.3 shares at $44.40,$13.32,$44.40,2020,Buy,Micron Technology,13.32,0.3,MU
2291,"Aug 18, 2020","Tesla Market SellAug 18, 2020","$18.930.01 shares at $1,893.00",$18.93,"$1,893.00",2020,Sell,Tesla,18.93,0.01,TSLA
2290,"Aug 18, 2020","Blue Bird Market BuyAug 18, 2020",$5.920.5 shares at $11.84,$5.92,$11.84,2020,Buy,Blue Bird,5.92,0.5,BLBD
2289,"Aug 18, 2020","Evergy Market BuyAug 18, 2020",$10.500.2 shares at $52.50,$10.50,$52.50,2020,Buy,Evergy,10.5,0.2,EVRG
2288,"Aug 18, 2020","Deposit from Checking (non-interest)Aug 18, 2020",100.0,,,2020,Deposit,N/A,,0.0,Idk
2287,"Aug 18, 2020","Martin Marietta Market BuyAug 18, 2020",$21.440.1 shares at $214.40,$21.44,$214.40,2020,Buy,Martin Marietta,21.44,0.1,MLM
2286,"Aug 18, 2020","NRG Energy Market SellAug 18, 2020",$72.502 shares at $36.25,$72.50,$36.25,2020,Sell,NRG Energy,72.5,2.0,NRG
2285,"Aug 19, 2020","Redfin Market BuyAug 19, 2020",$35.180.8 shares at $43.98,$35.18,$43.98,2020,Buy,Redfin,35.18,0.7999090495679855,RDFN
2284,"Aug 19, 2020","Levi Strauss Market BuyAug 19, 2020",$6.110.5 shares at $12.22,$6.11,$12.22,2020,Buy,Levi Strauss,6.11,0.5,LEVI
2283,"Aug 19, 2020","Utilities Select Sector SPDR Fund Market BuyAug 19, 2020",$59.961 share at $59.96,$59.96,$59.96,2020,Buy,Utilities Select Sector SPDR Fund,59.96,1.0,XLU
2282,"Aug 19, 2020","Listed Funds Trust Wahed FTSE USA Shariah Market BuyAug 19, 2020",$24.060.8 shares at $30.08,$24.06,$30.08,2020,Buy,Listed Funds Trust Wahed FTSE USA Shariah,24.06,0.7998670212765957,HLAL
2281,"Aug 19, 2020","Evergy Market BuyAug 19, 2020",$15.480.3 shares at $51.60,$15.48,$51.60,2020,Buy,Evergy,15.48,0.3,EVRG
2280,"Aug 19, 2020","Micron Technology Market BuyAug 19, 2020",$4.430.1 shares at $44.30,$4.43,$44.30,2020,Buy,Micron Technology,4.43,0.1,MU
2279,"Aug 19, 2020","Tesla Market SellAug 19, 2020","$19.020.01 shares at $1,902.00",$19.02,"$1,902.00",2020,Sell,Tesla,19.02,0.01,TSLA
2278,"Aug 19, 2020","Martin Marietta Market BuyAug 19, 2020",$21.310.1 shares at $213.10,$21.31,$213.10,2020,Buy,Martin Marietta,21.31,0.09999999999999999,MLM
2277,"Aug 19, 2020","LyondellBasell Market BuyAug 19, 2020",$6.760.1 shares at $67.60,$6.76,$67.60,2020,Buy,LyondellBasell,6.76,0.1,LYB
2276,"Aug 19, 2020","Deposit from Checking (non-interest)Aug 19, 2020",100.0,,,2020,Deposit,N/A,,0.0,Idk
2275,"Aug 19, 2020","American Tower Market BuyAug 19, 2020",$49.030.2 shares at $245.15,$49.03,$245.15,2020,Buy,American Tower,49.03,0.2,AMT
2274,"Aug 20, 2020","Dominion Energy Market BuyAug 20, 2020",$7.780.1 shares at $77.80,$7.78,$77.80,2020,Buy,Dominion Energy,7.78,0.1,D
2273,"Aug 20, 2020","Eversource Market BuyAug 20, 2020",$8.610.1 shares at $86.10,$8.61,$86.10,2020,Buy,Eversource,8.61,0.1,ES
2272,"Aug 20, 2020","Duke Energy Market BuyAug 20, 2020",$8.140.1 shares at $81.40,$8.14,$81.40,2020,Buy,Duke Energy,8.14,0.1,DUK
2271,"Aug 20, 2020","Southern Market BuyAug 20, 2020",$5.300.1 shares at $53.00,$5.30,$53.00,2020,Buy,Southern,5.3,0.09999999999999999,SO
2270,"Aug 20, 2020","Martin Marietta Market BuyAug 20, 2020",$20.970.1 shares at $209.70,$20.97,$209.70,2020,Buy,Martin Marietta,20.97,0.1,MLM
2269,"Aug 20, 2020","Micron Technology Market BuyAug 20, 2020",$4.280.1 shares at $42.80,$4.28,$42.80,2020,Buy,Micron Technology,4.28,0.1,MU
2268,"Aug 20, 2020","Xerox Market SellAug 20, 2020",$18.331 share at $18.33,$18.33,$18.33,2020,Sell,Xerox,18.33,1.0,XRX
2267,"Aug 20, 2020","Tesla Market SellAug 20, 2020","$19.270.01 shares at $1,927.00",$19.27,"$1,927.00",2020,Sell,Tesla,19.27,0.01,TSLA
2266,"Aug 20, 2020","Apple Market SellAug 20, 2020",$46.880.1 shares at $468.80,$46.88,$468.80,2020,Sell,Apple,46.88,0.1,AAPL
2265,"Aug 20, 2020","Southern Market BuyAug 20, 2020",$10.530.2 shares at $52.65,$10.53,$52.65,2020,Buy,Southern,10.53,0.19999999999999998,SO
2264,"Aug 20, 2020","Duke Energy Market BuyAug 20, 2020",$16.240.2 shares at $81.20,$16.24,$81.20,2020,Buy,Duke Energy,16.24,0.19999999999999998,DUK
2263,"Aug 20, 2020","Avery Dennison Market BuyAug 20, 2020",$11.230.1 shares at $112.30,$11.23,$112.30,2020,Buy,Avery Dennison,11.23,0.1,AVY
2262,"Aug 20, 2020","PPG Market BuyAug 20, 2020",$11.800.1 shares at $118.00,$11.80,$118.00,2020,Buy,PPG,11.8,0.1,PPG
