,Date,Type,Total,Total for Shares,Price per share,Year,"B,S,D,O",Stock Name,Float Total,Sell?,Dividend?,Buy?,
993,11-May,Clean Energy Fuels Market BuyMay 11,$8.251 share at $8.25,8.20,$8.25 ,2021,Buy,Clean Energy Fuels ,8.2,0,0,8.2,
994,11-May,Skyworks Market BuyMay 11,$40.360.25 shares at $161.44,40.30,$161.44 ,2021,Buy,Skyworks ,40.3,0,0,40.3,
995,11-May,Ballard Power Systems Market BuyMay 11,$13.381 share at $13.38,13.30,$13.38 ,2021,Buy,Ballard Power Systems ,13.3,0,0,13.3,
996,11-May,Gores Holdings VI Market BuyMay 11,$10.931 share at $10.93,10.90,$10.93 ,2021,Buy,Gores Holdings VI ,10.9,0,0,10.9,
997,11-May,Tesla Market BuyMay 11,$60.580.1 shares at $605.80,60.50,$605.80 ,2021,Buy,Tesla ,60.5,0,0,60.5,
998,11-May,Airbnb Market BuyMay 11,$34.720.25 shares at $138.88,34.70,$138.88 ,2021,Buy,Airbnb ,34.7,0,0,34.7,
999,11-May,Plug Power Market BuyMay 11,$19.081 share at $19.08,19.00,$19.08 ,2021,Buy,Plug Power ,19,0,0,19,
1000,11-May,Velodyne Lidar Market BuyMay 11,$10.581 share at $10.58,10.50,$10.58 ,2021,Buy,Velodyne Lidar ,10.5,0,0,10.5,
1001,11-May,Clean Energy Fuels Market BuyMay 11,$8.021 share at $8.02,8.00,$8.02 ,2021,Buy,Clean Energy Fuels ,8,0,0,8,
1002,11-May,Ballard Power Systems Market BuyMay 11,$13.121 share at $13.12,13.10,$13.12 ,2021,Buy,Ballard Power Systems ,13.1,0,0,13.1,
1003,10-May,Plug Power Market BuyMay 10,$20.121 share at $20.12,20.10,$20.12 ,2021,Buy,Plug Power ,20.1,0,0,20.1,
1004,10-May,Snowflake Market BuyMay 10,$48.250.25 shares at $193.00,48.20,$193.00 ,2021,Buy,Snowflake ,48.2,0,0,48.2,
1005,10-May,Canadian Solar Market BuyMay 10,$37.431 share at $37.43,37.40,$37.43 ,2021,Buy,Canadian Solar ,37.4,0,0,37.4,
1006,10-May,GoodRx Market BuyMay 10,$31.451 share at $31.45,31.40,$31.45 ,2021,Buy,GoodRx ,31.4,0,0,31.4,
1007,10-May,Roblox Market BuyMay 10,$65.321 share at $65.32,65.30,$65.32 ,2021,Buy,Roblox ,65.3,0,0,65.3,
1008,10-May,Tesla Market BuyMay 10,$63.280.1 shares at $632.80,63.20,$632.80 ,2021,Buy,Tesla ,63.2,0,0,63.2,
1009,10-May,Ballard Power Systems Market BuyMay 10,$43.263 shares at $14.42,43.20,$14.42 ,2021,Buy,Ballard Power Systems ,43.2,0,0,43.2,
1010,10-May,Ballard Power Systems Market BuyMay 10,$14.451 share at $14.45,14.40,$14.45 ,2021,Buy,Ballard Power Systems ,14.4,0,0,14.4,
1011,10-May,Plug Power Market BuyMay 10,$20.811 share at $20.81,20.80,$20.81 ,2021,Buy,Plug Power ,20.8,0,0,20.8,
1012,10-May,Hyliion Limit BuyMay 10,$77.409 shares at $8.60,77.40,$8.60 ,2021,Buy,Hyliion ,77.4,0,0,77.4,
1013,10-May,Plug Power Market BuyMay 10,$20.841 share at $20.84,20.80,$20.84 ,2021,Buy,Plug Power ,20.8,0,0,20.8,
1014,10-May,Plug Power Market BuyMay 10,$21.071 share at $21.07,21.00,$21.07 ,2021,Buy,Plug Power ,21,0,0,21,
1015,10-May,Plug Power Market BuyMay 10,$21.191 share at $21.19,21.10,$21.19 ,2021,Buy,Plug Power ,21.1,0,0,21.1,
1016,10-May,Bloom Energy Market BuyMay 10,$104.875 shares at $20.97,104.80,$20.97 ,2021,Buy,Bloom Energy ,104.8,0,0,104.8,
1017,10-May,Qualcomm Market BuyMay 10,$66.090.5 shares at $132.18,66.00,$132.18 ,2021,Buy,Qualcomm ,66,0,0,66,
1019,10-May,Hyliion Market BuyMay 10,$8.661 share at $8.66,8.60,$8.66 ,2021,Buy,Hyliion ,8.6,0,0,8.6,
1020,10-May,Plug Power Market BuyMay 10,$21.251 share at $21.25,21.20,$21.25 ,2021,Buy,Plug Power ,21.2,0,0,21.2,
1021,10-May,Sunrun Market BuyMay 10,$43.151 share at $43.15,43.10,$43.15 ,2021,Buy,Sunrun ,43.1,0,0,43.1,
1022,10-May,Plug Power Market BuyMay 10,$21.661 share at $21.66,21.60,$21.66 ,2021,Buy,Plug Power ,21.6,0,0,21.6,
1023,10-May,Plug Power Market BuyMay 10,$21.731 share at $21.73,21.70,$21.73 ,2021,Buy,Plug Power ,21.7,0,0,21.7,
1024,10-May,Uber Market BuyMay 10,$46.561 share at $46.56,46.50,$46.56 ,2021,Buy,Uber ,46.5,0,0,46.5,
1025,10-May,Ballard Power Systems Market BuyMay 10,$14.701 share at $14.70,14.70,$14.70 ,2021,Buy,Ballard Power Systems ,14.7,0,0,14.7,
1026,10-May,Airbnb Market BuyMay 10,$37.570.25 shares at $150.28,37.50,$150.28 ,2021,Buy,Airbnb ,37.5,0,0,37.5,
1027,10-May,Plug Power Market BuyMay 10,$22.051 share at $22.05,22.00,$22.05 ,2021,Buy,Plug Power ,22,0,0,22,
1028,7-May,Airbnb Market BuyMay 7,$37.630.25 shares at $150.52,37.60,$150.52 ,2021,Buy,Airbnb ,37.6,0,0,37.6,
1029,7-May,Skyworks Market BuyMay 7,$87.610.5 shares at $175.22,87.60,$175.22 ,2021,Buy,Skyworks ,87.6,0,0,87.6,
1030,7-May,Clean Energy Fuels Market BuyMay 7,$92.5010 shares at $9.25,92.50,$9.25 ,2021,Buy,Clean Energy Fuels ,92.5,0,0,92.5,
1031,7-May,Gores Holdings VI Market BuyMay 7,$116.5010 shares at $11.65,116.50,$11.65 ,2021,Buy,Gores Holdings VI ,116.5,0,0,116.5,
1032,7-May,Airbnb Market BuyMay 7,$155.361 share at $155.36,155.30,$155.36 ,2021,Buy,Airbnb ,155.3,0,0,155.3,
1033,6-May,Clean Energy Fuels Market BuyMay 6,$48.905 shares at $9.78,48.90,$9.78 ,2021,Buy,Clean Energy Fuels ,48.9,0,0,48.9,
1034,6-May,Etsy Market BuyMay 6,$38.800.25 shares at $155.20,38.80,$155.20 ,2021,Buy,Etsy ,38.8,0,0,38.8,
1035,6-May,Roblox Market BuyMay 6,$65.681 share at $65.68,65.60,$65.68 ,2021,Buy,Roblox ,65.6,0,0,65.6,
1036,6-May,Etsy Market BuyMay 6,$39.590.25 shares at $158.36,39.50,$158.36 ,2021,Buy,Etsy ,39.5,0,0,39.5,
1037,6-May,Plug Power Market BuyMay 6,$21.921 share at $21.92,21.90,$21.92 ,2021,Buy,Plug Power ,21.9,0,0,21.9,
1038,6-May,Bloom Energy Market BuyMay 6,$101.095 shares at $20.22,101.00,$20.22 ,2021,Buy,Bloom Energy ,101,0,0,101,
1039,6-May,Velodyne Lidar Market BuyMay 6,$12.161 share at $12.16,12.10,$12.16 ,2021,Buy,Velodyne Lidar ,12.1,0,0,12.1,
1040,6-May,Gores Holdings VI Market BuyMay 6,$34.943 shares at $11.65,34.90,$11.65 ,2021,Buy,Gores Holdings VI ,34.9,0,0,34.9,
1041,6-May,Plug Power Market BuyMay 6,$22.701 share at $22.70,22.70,$22.70 ,2021,Buy,Plug Power ,22.7,0,0,22.7,
1042,5-May,Etsy Limit BuyMay 5,$171.001 share at $171.00,171.00,$171.00 ,2021,Buy,Etsy ,171,0,0,171,
1043,5-May,Plug Power Limit BuyMay 5,$243.0010 shares at $24.30,243.00,$24.30 ,2021,Buy,Plug Power ,243,0,0,243,
1045,5-May,Uber Limit BuyMay 5,$51.691 share at $51.69,51.60,$51.69 ,2021,Buy,Uber ,51.6,0,0,51.6,
1046,5-May,Gores Holdings VI Market BuyMay 5,$60.435 shares at $12.09,60.40,$12.09 ,2021,Buy,Gores Holdings VI ,60.4,0,0,60.4,
1047,5-May,Ballard Power Systems Market BuyMay 5,$63.404 shares at $15.85,63.40,$15.85 ,2021,Buy,Ballard Power Systems ,63.4,0,0,63.4,
1048,5-May,Hyliion Market BuyMay 5,$45.905 shares at $9.18,45.90,$9.18 ,2021,Buy,Hyliion ,45.9,0,0,45.9,
1049,4-May,Desktop Metal Market BuyMay 4,$60.205 shares at $12.04,60.20,$12.04 ,2021,Buy,Desktop Metal ,60.2,0,0,60.2,
1050,4-May,Ballard Power Systems Market BuyMay 4,$49.263 shares at $16.42,49.20,$16.42 ,2021,Buy,Ballard Power Systems ,49.2,0,0,49.2,
1051,4-May,Bloom Energy Market BuyMay 4,$113.505 shares at $22.70,113.50,$22.70 ,2021,Buy,Bloom Energy ,113.5,0,0,113.5,
1052,4-May,Plug Power Market BuyMay 4,$121.805 shares at $24.36,121.80,$24.36 ,2021,Buy,Plug Power ,121.8,0,0,121.8,
1053,4-May,Hyliion Market BuyMay 4,$46.205 shares at $9.24,46.20,$9.24 ,2021,Buy,Hyliion ,46.2,0,0,46.2,
1054,4-May,Cummins Limit BuyMay 4,$247.751 share at $247.75,247.70,$247.75 ,2021,Buy,Cummins ,247.7,0,0,247.7,
1055,4-May,Velodyne Lidar Market BuyMay 4,$61.185 shares at $12.24,61.10,$12.24 ,2021,Buy,Velodyne Lidar ,61.1,0,0,61.1,
1056,4-May,Ballard Power Systems Market BuyMay 4,$49.833 shares at $16.61,49.80,$16.61 ,2021,Buy,Ballard Power Systems ,49.8,0,0,49.8,
1057,4-May,Gores Holdings VI Market BuyMay 4,$24.192 shares at $12.10,24.10,$12.10 ,2021,Buy,Gores Holdings VI ,24.1,0,0,24.1,
1058,4-May,Plug Power Market BuyMay 4,$24.761 share at $24.76,24.70,$24.76 ,2021,Buy,Plug Power ,24.7,0,0,24.7,
1059,3-May,Desktop Metal Market BuyMay 3,$64.945 shares at $12.99,64.90,$12.99 ,2021,Buy,Desktop Metal ,64.9,0,0,64.9,
1060,3-May,Plug Power Market BuyMay 3,$132.305 shares at $26.46,132.30,$26.46 ,2021,Buy,Plug Power ,132.3,0,0,132.3,
1061,3-May,Bloom Energy Market BuyMay 3,$124.855 shares at $24.97,124.80,$24.97 ,2021,Buy,Bloom Energy ,124.8,0,0,124.8,
1062,3-May,Hyliion Limit BuyMay 3,$45.005 shares at $9.00,45.00,$9.00 ,2021,Buy,Hyliion ,45,0,0,45,
1063,30-Apr,Hyliion Market BuyApr 30,$52.205 shares at $10.44,52.20,$10.44 ,2021,Buy,Hyliion ,52.2,0,0,52.2,
1064,29-Apr,Velodyne Lidar Market BuyApr 29,$70.245 shares at $14.05,70.20,$14.05 ,2021,Buy,Velodyne Lidar ,70.2,0,0,70.2,
1065,29-Apr,Clean Energy Fuels Market BuyApr 29,$56.335 shares at $11.27,56.30,$11.27 ,2021,Buy,Clean Energy Fuels ,56.3,0,0,56.3,
1066,29-Apr,Merck Market BuyApr 29,$73.051 share at $73.05,73.00,$73.05 ,2021,Buy,Merck ,73,0,0,73,
1067,29-Apr,Hyliion Market BuyApr 29,$53.005 shares at $10.60,53.00,$10.60 ,2021,Buy,Hyliion ,53,0,0,53,
1068,29-Apr,Withdrawal to TD CONVENIENCE CHECKINGApr 29,"($5,000.00)",,,2021,Idk,Idk,,0,0,0,
1069,29-Apr,Taiwan Semiconductor Manufacturing Market BuyApr 29,$58.860.5 shares at $117.72,58.80,$117.72 ,2021,Buy,Taiwan Semiconductor Manufacturing ,58.8,0,0,58.8,
1070,29-Apr,Airbnb Market BuyApr 29,$86.890.5 shares at $173.78,86.80,$173.78 ,2021,Buy,Airbnb ,86.8,0,0,86.8,
1071,29-Apr,Tesla Market BuyApr 29,$67.680.1 shares at $676.80,67.60,$676.80 ,2021,Buy,Tesla ,67.6,0,0,67.6,
1072,29-Apr,Hyliion Limit BuyApr 29,$51.255 shares at $10.25,51.20,$10.25 ,2021,Buy,Hyliion ,51.2,0,0,51.2,
1073,20-Apr,Ballard Power Systems Market BuyApr 20,$96.555 shares at $19.31,96.50,$19.31 ,2021,Buy,Ballard Power Systems ,96.5,0,0,96.5,
1074,19-Apr,Plug Power Market BuyApr 19,$100.564 shares at $25.14,100.50,$25.14 ,2021,Buy,Plug Power ,100.5,0,0,100.5,
1075,19-Apr,Bloom Energy Market BuyApr 19,$22.221 share at $22.22,22.20,$22.22 ,2021,Buy,Bloom Energy ,22.2,0,0,22.2,
1076,19-Apr,Ballard Power Systems Market BuyApr 19,$100.895 shares at $20.18,100.80,$20.18 ,2021,Buy,Ballard Power Systems ,100.8,0,0,100.8,
1077,19-Apr,Bloom Energy Market BuyApr 19,$90.774 shares at $22.69,90.70,$22.69 ,2021,Buy,Bloom Energy ,90.7,0,0,90.7,
1078,19-Apr,Gores Holdings VI Market BuyApr 19,$60.135 shares at $12.03,60.10,$12.03 ,2021,Buy,Gores Holdings VI ,60.1,0,0,60.1,
1079,19-Apr,Plug Power Market BuyApr 19,$51.742 shares at $25.87,51.70,$25.87 ,2021,Buy,Plug Power ,51.7,0,0,51.7,
1080,15-Apr,Plug Power Market BuyApr 15,$26.191 share at $26.19,26.10,$26.19 ,2021,Buy,Plug Power ,26.1,0,0,26.1,
1081,13-Apr,Gores Holdings VI Market BuyApr 13,$13.021 share at $13.02,13.00,$13.02 ,2021,Buy,Gores Holdings VI ,13,0,0,13,
1082,13-Apr,Plug Power Market BuyApr 13,$28.311 share at $28.31,28.30,$28.31 ,2021,Buy,Plug Power ,28.3,0,0,28.3,
1083,12-Apr,Plug Power Market BuyApr 12,$29.171 share at $29.17,29.10,$29.17 ,2021,Buy,Plug Power ,29.1,0,0,29.1,
1084,7-Apr,Plug Power Market BuyApr 7,$50.311.5 shares at $33.54,50.30,$33.54 ,2021,Buy,Plug Power ,50.3,0,0,50.3,
1085,6-Apr,Snowflake Market SellApr 6,$116.770.5 shares at $233.54,116.70,$233.54 ,2021,Sell,Snowflake ,116.7,-116.7,0,0,
1086,6-Apr,Clover Health Investments Market SellApr 6,$15.002 shares at $7.50,15.00,$7.50 ,2021,Sell,Clover Health Investments ,15,-15,0,0,
1087,6-Apr,AMD Market SellApr 6,$102.001.25 shares at $81.60,102.00,$81.60 ,2021,Sell,AMD ,102,-102,0,0,
1088,5-Apr,Taiwan Semiconductor Manufacturing Market SellApr 5,$124.051 share at $124.05,124.00,$124.05 ,2021,Sell,Taiwan Semiconductor Manufacturing ,124,-124,0,0,
1089,5-Apr,Skyworks Market SellApr 5,$57.480.3 shares at $191.60,57.40,$191.60 ,2021,Sell,Skyworks ,57.4,-57.4,0,0,
1090,5-Apr,NVIDIA Market SellApr 5,$391.850.7 shares at $559.79,391.80,$559.79 ,2021,Sell,NVIDIA ,391.8,-391.8,0,0,
1091,5-Apr,Azul Airlines Market SellApr 5,$230.6811 shares at $20.97,230.60,$20.97 ,2021,Sell,Azul Airlines ,230.6,-230.6,0,0,
1092,5-Apr,Autodesk Market SellApr 5,$173.250.6 shares at $288.75,173.20,$288.75 ,2021,Sell,Autodesk ,173.2,-173.2,0,0,
1093,5-Apr,ANSYS Market SellApr 5,$289.710.8 shares at $362.14,289.70,$362.14 ,2021,Sell,ANSYS ,289.7,-289.7,0,0,
1094,5-Apr,Amazon Market SellApr 5,"$968.300.3 shares at $3,227.67",968.30,"$3,227.67 ",2021,Sell,Amazon ,968.3,-968.3,0,0,
1095,5-Apr,Alphabet Class C Market SellApr 5,"$111.690.05 shares at $2,233.80",111.60,"$2,233.80 ",2021,Sell,Alphabet Class C ,111.6,-111.6,0,0,
1096,5-Apr,Apple Market SellApr 5,$126.101 share at $126.10,126.10,$126.10 ,2021,Sell,Apple ,126.1,-126.1,0,0,
1097,5-Apr,American Tower Market SellApr 5,$303.011.25 shares at $242.41,303.00,$242.41 ,2021,Sell,American Tower ,303,-303,0,0,
1098,5-Apr,Microsoft Market SellApr 5,$249.481 share at $249.48,249.40,$249.48 ,2021,Sell,Microsoft ,249.4,-249.4,0,0,
1099,5-Apr,Merck Market SellApr 5,$77.041 share at $77.04,77.00,$77.04 ,2021,Sell,Merck ,77,-77,0,0,
1100,5-Apr,Tesla Market SellApr 5,$409.100.585 shares at $699.32,409.10,$699.32 ,2021,Sell,Tesla ,409.1,-409.1,0,0,
1101,5-Apr,American Electric Power Market SellApr 5,$258.273 shares at $86.09,258.20,$86.09 ,2021,Sell,American Electric Power ,258.2,-258.2,0,0,
1102,5-Apr,Cisco Systems Market SellApr 5,$52.611 share at $52.61,52.60,$52.61 ,2021,Sell,Cisco Systems ,52.6,-52.6,0,0,
1103,5-Apr,UPS Market SellApr 5,$43.080.25 shares at $172.32,43.00,$172.32 ,2021,Sell,UPS ,43,-43,0,0,
1104,5-Apr,Verizon Market SellApr 5,$587.6010 shares at $58.76,587.60,$58.76 ,2021,Sell,Verizon ,587.6,-587.6,0,0,
1105,5-Apr,Kellogg Market SellApr 5,$63.451 share at $63.45,63.40,$63.45 ,2021,Sell,Kellogg ,63.4,-63.4,0,0,
1106,5-Apr,National Grid Market SellApr 5,$89.991.5 shares at $59.99,89.90,$59.99 ,2021,Sell,National Grid ,89.9,-89.9,0,0,
1107,5-Apr,Consolidated Edison Market SellApr 5,$263.203.5 shares at $75.20,263.20,$75.20 ,2021,Sell,Consolidated Edison ,263.2,-263.2,0,0,
1108,5-Apr,Dominion Energy Market SellApr 5,$686.979 shares at $76.33,686.90,$76.33 ,2021,Sell,Dominion Energy ,686.9,-686.9,0,0,
1109,5-Apr,Pinnacle West Market SellApr 5,$288.023.5 shares at $82.29,288.00,$82.29 ,2021,Sell,Pinnacle West ,288,-288,0,0,
1110,5-Apr,PPL Market SellApr 5,$143.555 shares at $28.71,143.50,$28.71 ,2021,Sell,PPL ,143.5,-143.5,0,0,
1111,5-Apr,Evergy Market SellApr 5,$301.675 shares at $60.33,301.60,$60.33 ,2021,Sell,Evergy ,301.6,-301.6,0,0,
1112,5-Apr,Entergy Market SellApr 5,$703.937 shares at $100.56,703.90,$100.56 ,2021,Sell,Entergy ,703.9,-703.9,0,0,
1113,5-Apr,Sempra Market SellApr 5,$669.305 shares at $133.86,669.30,$133.86 ,2021,Sell,Sempra ,669.3,-669.3,0,0,
1114,5-Apr,Eversource Market SellApr 5,$261.873 shares at $87.29,261.80,$87.29 ,2021,Sell,Eversource ,261.8,-261.8,0,0,
1115,5-Apr,Atmos Energy Market SellApr 5,$344.033.5 shares at $98.29,344.00,$98.29 ,2021,Sell,Atmos Energy ,344,-344,0,0,
1116,5-Apr,FirstEnergy Market SellApr 5,$183.865.3 shares at $34.69,183.80,$34.69 ,2021,Sell,FirstEnergy ,183.8,-183.8,0,0,
1117,5-Apr,NiSource Market SellApr 5,$170.387 shares at $24.34,170.30,$24.34 ,2021,Sell,NiSource ,170.3,-170.3,0,0,
1118,5-Apr,NextEra Energy Market SellApr 5,$153.622 shares at $76.81,153.60,$76.81 ,2021,Sell,NextEra Energy ,153.6,-153.6,0,0,
1119,5-Apr,McCormick Market SellApr 5,$133.671.5 shares at $89.11,133.60,$89.11 ,2021,Sell,McCormick ,133.6,-133.6,0,0,
1120,5-Apr,Procter & Gamble Market SellApr 5,$286.992.1 shares at $136.66,286.90,$136.66 ,2021,Sell,Procter & Gamble ,286.9,-286.9,0,0,
1121,5-Apr,Kimberly-Clark Market SellApr 5,$234.791.7 shares at $138.11,234.70,$138.11 ,2021,Sell,Kimberly-Clark ,234.7,-234.7,0,0,
1122,5-Apr,Air Products & Chemicals Market SellApr 5,$433.531.5 shares at $289.02,433.50,$289.02 ,2021,Sell,Air Products & Chemicals ,433.5,-433.5,0,0,
1123,5-Apr,Costco Market SellApr 5,"$1,464.234.05 shares at $361.54",1464.20,$361.54 ,2021,Sell,Costco ,1464.2,-1464.2,0,0,
1124,5-Apr,Linde Market SellApr 5,$285.501 share at $285.50,285.50,$285.50 ,2021,Sell,Linde ,285.5,-285.5,0,0,
1125,5-Apr,Utilities Select Sector SPDR Fund Market SellApr 5,"$1,356.6021 shares at $64.60",1356.60,$64.60 ,2021,Sell,Utilities Select Sector SPDR Fund ,1356.6,-1356.6,0,0,
1126,5-Apr,Pfizer Market SellApr 5,$543.8115 shares at $36.25,543.80,$36.25 ,2021,Sell,Pfizer ,543.8,-543.8,0,0,
1127,5-Apr,Johnson & Johnson Market SellApr 5,$163.041 share at $163.04,163.00,$163.04 ,2021,Sell,Johnson & Johnson ,163,-163,0,0,
1128,5-Apr,Qualcomm Market SellApr 5,$245.441.75 shares at $140.25,245.40,$140.25 ,2021,Sell,Qualcomm ,245.4,-245.4,0,0,
1129,5-Apr,Akamai Market SellApr 5,$285.392.75 shares at $103.78,285.30,$103.78 ,2021,Sell,Akamai ,285.3,-285.3,0,0,
1130,5-Apr,Adobe Market SellApr 5,$395.430.8 shares at $494.29,395.40,$494.29 ,2021,Sell,Adobe ,395.4,-395.4,0,0,
1131,29-Mar,Plug Power Market BuyMar 29,$31.191 share at $31.19,31.10,$31.19 ,2021,Buy,Plug Power ,31.1,0,0,31.1,
1132,25-Mar,IdaCorp Market SellMar 25,$59.980.6 shares at $99.97,59.90,$99.97 ,2021,Sell,IdaCorp ,59.9,-59.9,0,0,
1133,25-Mar,Plug Power Market BuyMar 25,$102.173 shares at $34.06,102.10,$34.06 ,2021,Buy,Plug Power ,102.1,0,0,102.1,
1134,25-Mar,Plug Power Market BuyMar 25,$34.091 share at $34.09,34.00,$34.09 ,2021,Buy,Plug Power ,34,0,0,34,
1135,23-Mar,Taiwan Semiconductor Manufacturing Market BuyMar 23,$51.880.45 shares at $115.29,51.80,$115.29 ,2021,Buy,Taiwan Semiconductor Manufacturing ,51.8,0,0,51.8,
1136,23-Mar,Qualcomm Market BuyMar 23,$33.050.25 shares at $132.20,33.00,$132.20 ,2021,Buy,Qualcomm ,33,0,0,33,
1137,23-Mar,Plug Power Market BuyMar 23,$37.471 share at $37.47,37.40,$37.47 ,2021,Buy,Plug Power ,37.4,0,0,37.4,
1138,23-Mar,Gores Holdings VI Market BuyMar 23,$45.153 shares at $15.05,45.10,$15.05 ,2021,Buy,Gores Holdings VI ,45.1,0,0,45.1,
1139,22-Mar,Kellogg Market SellMar 22,$84.161.35 shares at $62.34,84.10,$62.34 ,2021,Sell,Kellogg ,84.1,-84.1,0,0,
1140,22-Mar,Home Depot Market SellMar 22,$260.650.9 shares at $289.61,260.60,$289.61 ,2021,Sell,Home Depot ,260.6,-260.6,0,0,
1141,22-Mar,Best Buy Market SellMar 22,$60.550.5 shares at $121.10,60.50,$121.10 ,2021,Sell,Best Buy ,60.5,-60.5,0,0,
1142,22-Mar,AutoZone Market SellMar 22,"$267.550.2 shares at $1,337.75",267.50,"$1,337.75 ",2021,Sell,AutoZone ,267.5,-267.5,0,0,
1143,18-Mar,NextEra Energy Market BuyMar 18,$35.450.5 shares at $70.90,35.40,$70.90 ,2021,Buy,NextEra Energy ,35.4,0,0,35.4,
1144,17-Mar,Plug Power Market BuyMar 17,$18.390.5 shares at $36.78,18.30,$36.78 ,2021,Buy,Plug Power ,18.3,0,0,18.3,
1145,9-Mar,Azul Airlines Market BuyMar 9,$18.401 share at $18.40,18.40,$18.40 ,2021,Buy,Azul Airlines ,18.4,0,0,18.4,
1146,5-Mar,Autodesk Market BuyMar 5,$25.990.1 shares at $259.90,25.90,$259.90 ,2021,Buy,Autodesk ,25.9,0,0,25.9,
1147,5-Mar,American Tower Market BuyMar 5,$49.580.25 shares at $198.32,49.50,$198.32 ,2021,Buy,American Tower ,49.5,0,0,49.5,
1148,5-Mar,Costco Market BuyMar 5,$309.401 share at $309.40,309.40,$309.40 ,2021,Buy,Costco ,309.4,0,0,309.4,
1149,5-Mar,Deposit from Checking (non-interest)Mar 5,$500.00 ,,,2021,Deposit,N/A,,0,0,0,
1150,5-Mar,Costco Market BuyMar 5,$46.670.15 shares at $311.13,46.60,$311.13 ,2021,Buy,Costco ,46.6,0,0,46.6,
1151,5-Mar,Costco Market BuyMar 5,$31.130.1 shares at $311.30,31.10,$311.30 ,2021,Buy,Costco ,31.1,0,0,31.1,
1152,5-Mar,Costco Market BuyMar 5,$31.140.1 shares at $311.40,31.10,$311.40 ,2021,Buy,Costco ,31.1,0,0,31.1,
1153,5-Mar,Adobe Market BuyMar 5,$43.860.1 shares at $438.60,43.80,$438.60 ,2021,Buy,Adobe ,43.8,0,0,43.8,
1154,5-Mar,Costco Market BuyMar 5,$31.420.1 shares at $314.20,31.40,$314.20 ,2021,Buy,Costco ,31.4,0,0,31.4,
1155,5-Mar,Azul Airlines Market BuyMar 5,$100.545 shares at $20.11,100.50,$20.11 ,2021,Buy,Azul Airlines ,100.5,0,0,100.5,
1156,4-Mar,Tesla Market BuyMar 4,$61.930.1 shares at $619.30,61.90,$619.30 ,2021,Buy,Tesla ,61.9,0,0,61.9,
1157,4-Mar,ANSYS Market BuyMar 4,$30.670.1 shares at $306.70,30.60,$306.70 ,2021,Buy,ANSYS ,30.6,0,0,30.6,
1158,4-Mar,ANSYS Market BuyMar 4,$62.720.2 shares at $313.60,62.70,$313.60 ,2021,Buy,ANSYS ,62.7,0,0,62.7,
1159,4-Mar,Tesla Market BuyMar 4,$62.430.1 shares at $624.30,62.40,$624.30 ,2021,Buy,Tesla ,62.4,0,0,62.4,
1160,4-Mar,Gores Holdings VI Market BuyMar 4,$12.641 share at $12.64,12.60,$12.64 ,2021,Buy,Gores Holdings VI ,12.6,0,0,12.6,
1161,4-Mar,Deposit from Checking (non-interest)Mar 4,$500.00 ,,,2021,Deposit,N/A,,0,0,0,
1162,4-Mar,Apple Market BuyMar 4,$60.280.5 shares at $120.56,60.20,$120.56 ,2021,Buy,Apple ,60.2,0,0,60.2,
1163,4-Mar,Taiwan Semiconductor Manufacturing Market BuyMar 4,$29.460.25 shares at $117.84,29.40,$117.84 ,2021,Buy,Taiwan Semiconductor Manufacturing ,29.4,0,0,29.4,
1164,4-Mar,Amazon Market BuyMar 4,"$299.040.1 shares at $2,990.40",299.00,"$2,990.40 ",2021,Buy,Amazon ,299,0,0,299,
1165,4-Mar,AMD Market BuyMar 4,$19.720.25 shares at $78.88,19.70,$78.88 ,2021,Buy,AMD ,19.7,0,0,19.7,
1166,4-Mar,Snowflake Market BuyMar 4,$23.650.1 shares at $236.50,23.60,$236.50 ,2021,Buy,Snowflake ,23.6,0,0,23.6,
1167,4-Mar,NVIDIA Market BuyMar 4,$49.630.1 shares at $496.30,49.60,$496.30 ,2021,Buy,NVIDIA ,49.6,0,0,49.6,
1168,3-Mar,Tesla Market BuyMar 3,$6.540.01 shares at $654.00,6.50,$654.00 ,2021,Buy,Tesla ,6.5,0,0,6.5,
1169,3-Mar,Tesla Market BuyMar 3,$66.500.1 shares at $665.00,66.50,$665.00 ,2021,Buy,Tesla ,66.5,0,0,66.5,
1170,3-Mar,AT&T Market SellMar 3,$28.821 share at $28.82,28.80,$28.82 ,2021,Sell,AT&T ,28.8,-28.8,0,0,
1171,3-Mar,FLY Leasing Market SellMar 3,$42.834 shares at $10.71,42.80,$10.71 ,2021,Sell,FLY Leasing ,42.8,-42.8,0,0,
1172,3-Mar,Akamai Market BuyMar 3,$23.320.25 shares at $93.28,23.30,$93.28 ,2021,Buy,Akamai ,23.3,0,0,23.3,
1173,3-Mar,Alphabet Class C Market BuyMar 3,"$101.920.05 shares at $2,038.40",101.90,"$2,038.40 ",2021,Buy,Alphabet Class C ,101.9,0,0,101.9,
1174,3-Mar,NVIDIA Market BuyMar 3,$51.770.1 shares at $517.70,51.70,$517.70 ,2021,Buy,NVIDIA ,51.7,0,0,51.7,
1175,3-Mar,Steelcase Market SellMar 3,$7.270.5 shares at $14.54,7.20,$14.54 ,2021,Sell,Steelcase ,7.2,-7.2,0,0,
1176,3-Mar,Adobe Market BuyMar 3,$45.290.1 shares at $452.90,45.20,$452.90 ,2021,Buy,Adobe ,45.2,0,0,45.2,
